movieId,title,genres
636,A Haunting in Venice (2023),(no genres listed)
637,Society of the Snow (2023),(no genres listed)
638,Air (2023),(no genres listed)
639,Enola Holmes 2 (2022),(no genres listed)
640,Minions: The Rise of Gru (2022),(no genres listed)
641,Jurassic World Dominion (2022),(no genres listed)
642,Moon Knight (2022),(no genres listed)
643,Love Hard (2021),(no genres listed)
644,The Hating Game (2021),(no genres listed)
645,Now You See Me: Now You Don't (2025),(no genres listed)
646,The Map That Leads to You (2025),(no genres listed)
647,My Oxford Year (2025),(no genres listed)
648,It Ends with Us (2024),(no genres listed)
649,Beating Hearts (2024),(no genres listed)
650,Purple Hearts (2022),(no genres listed)
651,Where the Crawdads Sing (2022),(no genres listed)
652,All the Bright Places (2020),(no genres listed)
653,Marriage Story (2019),(no genres listed)
654,Toy Story 4 (2019),(no genres listed)
655,John Wick: Chapter 3 – Parabellum (2019),(no genres listed)
656,Yesterday (2019),(no genres listed)
657,Five Feet Apart (2019),(no genres listed)
658,A Star Is Born (2018),(no genres listed)
659,The Shawshank Redemption,(no genres listed)
660,Black Clover: Sword of the Wizard King (2023),(no genres listed)
661,Spirited Away,(no genres listed)
662,Hoppers,(no genres listed)
663,The Flash (2023),(no genres listed)
664,Loki (2021),(no genres listed)
665,Zack Snyder's Justice League (2021),(no genres listed)
666,Raya and the Last Dragon (2021),(no genres listed)
667,WandaVision (2021),(no genres listed)
668,Wonder Woman 1984 (2020),(no genres listed)
669,Onward (2020),(no genres listed)
670,Pokémon Detective Pikachu (2019),(no genres listed)
671,Fantastic Beasts: The Crimes of Grindelwald (2018),(no genres listed)
672,Ralph Breaks the Internet (2018),(no genres listed)
673,Obsession,(no genres listed)
674,Fear Street: 1978 (2021),(no genres listed)
675,Thrash (2026),(no genres listed)
676,Return to Silent Hill (2026),(no genres listed)
677,Dracula (2025),(no genres listed)
678,I Know What You Did Last Summer (2025),(no genres listed)
679,Honey Don't! (2025),(no genres listed)
680,Blink Twice (2024),(no genres listed)
681,The Idea of You (2024),(no genres listed)
682,BEEF (2023),(no genres listed)
683,The Invisible Man (2020),(no genres listed)
684,The Lighthouse (2019),(no genres listed)
685,The Hunger Games,(no genres listed)
686,Inside Out 2,(no genres listed)
687,Memories of Murder (2003),(no genres listed)
688,Scream,(no genres listed)
689,Ladies First,(no genres listed)
690,Ladies First (2026),(no genres listed)
691,Hokum (2026),(no genres listed)
692,Secretary (2002),(no genres listed)
693,The Royal Tenenbaums (2001),(no genres listed)
694,Scream 3 (2000),(no genres listed)
695,Star Wars: Episode I – The Phantom Menace (1999),(no genres listed)
696,Romeo + Juliet (1996),(no genres listed)
697,Natural Born Killers (1994),(no genres listed)
698,Top Gun (1986),(no genres listed)
699,The Empire Strikes Back (1980),(no genres listed)
700,The Texas Chain Saw Massacre (1974),(no genres listed)
701,Inglourious Basterds,(no genres listed)
702,Drive,(no genres listed)
703,KPop Demon Hunters,(no genres listed)
704,Batman Begins (2005),(no genres listed)
705,Spider-Man 2 (2004),(no genres listed)
706,Kill Bill: Vol. 2 (2004),(no genres listed)
707,The Lord of the Rings: The Two Towers (2002),(no genres listed)
708,Urchin (2025),(no genres listed)
709,Black Bag (2025),(no genres listed)
710,Bridget Jones: Mad About the Boy (2025),(no genres listed)
711,"Sorry, Baby (2025)",(no genres listed)
712,"Oh, Hi! (2025)",(no genres listed)
713,Babygirl (2024),(no genres listed)
714,A Different Man (2024),(no genres listed)
715,My Old Ass (2024),(no genres listed)
716,A Real Pain (2024),(no genres listed)
717,Presence (2024),(no genres listed)
718,Dìdi (弟弟) (2024),(no genres listed)
719,La Chimera (2023),(no genres listed)
720,You People (2023),(no genres listed)
721,See How They Run (2022),(no genres listed)
722,Broker (2022),(no genres listed)
723,Triangle of Sadness (2022),(no genres listed)
724,The Twilight Saga: New Moon (2009),(no genres listed)
725,Brave (2012),(no genres listed)
726,Stranger Things 5: The Finale,(no genres listed)
727,Final Destination Bloodlines (2025),(no genres listed)
728,"tick, tick... BOOM! (2021)",(no genres listed)
729,Mamma Mia!,(no genres listed)
730,Chernobyl (2019),(no genres listed)
731,Castle in the Sky (1986),(no genres listed)
732,Enola Holmes (2020),(no genres listed)
733,War Dogs (2016),(no genres listed)
734,The Hunger Games: Mockingjay – Part 2 (2015),(no genres listed)
735,Ant-Man (2015),(no genres listed)
736,Shoplifters (2018),(no genres listed)
737,My Life as a Zucchini (2016),(no genres listed)
738,The Secret Life of Walter Mitty (2013),(no genres listed)
739,Life of Pi (2012),(no genres listed)
740,The Hunt (2012),(no genres listed)
741,The Intouchables (2011),(no genres listed)
742,Midnight in Paris (2011),(no genres listed)
743,Submarine (2010),(no genres listed)
744,The Princess and the Frog (2009),(no genres listed)
745,Hachi: A Dog's Tale (2009),(no genres listed)
746,Kung Fu Panda (2008),(no genres listed)
747,In Bruges (2008),(no genres listed)
748,Persepolis (2007),(no genres listed)
749,Hot Fuzz (2007),(no genres listed)
750,Casino Royale (2006),(no genres listed)
751,Paprika (2006),(no genres listed)
752,Pan's Labyrinth (2006),(no genres listed)
753,V for Vendetta (2005),(no genres listed)
754,Corpse Bride (2005),(no genres listed)
755,Brokeback Mountain (2005),(no genres listed)
756,Bugonia,(no genres listed)
757,Fight Club,(no genres listed)
758,Frankenstein,(no genres listed)
759,Moonlight,(no genres listed)
760,The Princess Diaries (2001),(no genres listed)
761,Ghost in the Shell (1995),(no genres listed)
762,The Nightmare Before Christmas (1993),(no genres listed)
763,Aladdin (1992),(no genres listed)
764,Apex,(no genres listed)
765,Peaky Blinders: The Immortal Man (2026),(no genres listed)
766,I Swear (2025),(no genres listed)
767,The Marvels (2023),(no genres listed)
768,Nobody (2021),(no genres listed)
769,The Gentlemen (2019),(no genres listed)
770,Creed II (2018),(no genres listed)
771,Halloween (2018),(no genres listed)
772,John Wick: Chapter 2 (2017),(no genres listed)
773,Wind River (2017),(no genres listed)
774,The Accountant (2016),(no genres listed)
775,Creed (2015),(no genres listed)
776,Spotlight (2015),(no genres listed)
777,Southpaw (2015),(no genres listed)
778,Furious 7 (2015),(no genres listed)
779,Focus (2015),(no genres listed)
780,American Sniper (2014),(no genres listed)
781,Batman Begins,(no genres listed)
782,Five Nights at Freddy's,(no genres listed)
783,Weapons,(no genres listed)
784,Until Dawn (2025),(no genres listed)
785,The Ugly Stepsister (2025),(no genres listed)
786,Uncharted (2022),(no genres listed)
787,Fractured (2019),(no genres listed)
788,Catch Me If You Can,(no genres listed)
789,Wake Up Dead Man,(no genres listed)
790,Sunshine (2024),(no genres listed)
791,To All the Boys I've Loved Before (2018),(no genres listed)
792,Me Before You (2016),(no genres listed)
793,Nuremberg (2025),(no genres listed)
794,The Exorcist: Believer (2023),(no genres listed)
795,Jujutsu Kaisen 0 (2021),(no genres listed)
796,Justice League (2017),(no genres listed)
797,Mission: Impossible – Rogue Nation (2015),(no genres listed)
798,X-Men: Days of Future Past (2014),(no genres listed)
799,Wreck-It Ralph (2012),(no genres listed)
800,Mission: Impossible – Ghost Protocol (2011),(no genres listed)
801,Moneyball (2011),(no genres listed)
802,Transformers One (2024),(no genres listed)
803,Madame Web (2024),(no genres listed)
804,Transformers: Rise of the Beasts (2023),(no genres listed)
805,Fast X (2023),(no genres listed)
806,Morbius (2022),(no genres listed)
807,F9 (2021),(no genres listed)
808,Ford v Ferrari (2019),(no genres listed)
809,Fast & Furious Presents: Hobbs & Shaw (2019),(no genres listed)
810,Bumblebee (2018),(no genres listed)
811,Sicario: Day of the Soldado (2018),(no genres listed)
812,The Devil Wears Prada,(no genres listed)
813,The Emperor's New Groove (2000),(no genres listed)
814,Twisters (2024),(no genres listed)
815,Mean Girls (2024),(no genres listed)
816,Woman of the Hour (2023),(no genres listed)
817,Do Revenge (2022),(no genres listed)
818,West Side Story (2021),(no genres listed)
819,Hamilton (2020),(no genres listed)
820,Rocketman (2019),(no genres listed)
821,Game Night (2018),(no genres listed)
822,Eighth Grade (2018),(no genres listed)
823,Jumanji: Welcome to the Jungle (2017),(no genres listed)
824,Wonder (2017),(no genres listed)
825,The Shape of Water (2017),(no genres listed)
826,Okja (2017),(no genres listed)
827,Beauty and the Beast (2017),(no genres listed)
828,Now You See Me 2 (2016),(no genres listed)
829,Lady Bird,(no genres listed)
830,The Secret in Their Eyes (2009),(no genres listed)
831,Incendies (2010),(no genres listed)
832,Midsommar,(no genres listed)
833,Anna Karenina (2012),(no genres listed)
834,HIS & HERS (2026),(no genres listed)
835,Steve (2025),(no genres listed)
836,The Thursday Murder Club (2025),(no genres listed)
837,Zero Day (2025),(no genres listed)
838,Your Fault (2024),(no genres listed)
839,Uglies (2024),(no genres listed)
840,A Family Affair (2024),(no genres listed)
841,Despicable Me 4 (2024),(no genres listed)
842,The Tearsmith (2024),(no genres listed)
843,One Day (2024),(no genres listed)
844,Aquaman and the Lost Kingdom (2023),(no genres listed)
845,You Are So Not Invited to My Bat Mitzvah (2023),(no genres listed)
846,My Fault (2023),(no genres listed)
847,May December (2023),(no genres listed)
848,Queen Charlotte: A Bridgerton Story (2023),(no genres listed)
849,Murder Mystery 2 (2023),(no genres listed)
850,The Pale Blue Eye (2022),(no genres listed)
851,DAHMER - Monster: The Jeffrey Dahmer Story (2022),(no genres listed)
852,The Fabelmans (2022),(no genres listed)
853,Blonde (2022),(no genres listed)
854,To All the Boys: Always and Forever (2021),(no genres listed)
855,Malcolm & Marie (2021),(no genres listed)
856,Euphoria: Trouble Don't Last Always (2020),(no genres listed)
857,The Departed (2006),(no genres listed)
858,Jackie Brown (1997),(no genres listed)
859,Schindler's List (1993),(no genres listed)
860,Reservoir Dogs (1992),(no genres listed)
861,Grave of the Fireflies (1988),(no genres listed)
862,"The Good, the Bad and the Ugly (1966)",(no genres listed)
863,Fantastic Mr. Fox,(no genres listed)
864,mid90s (2018),(no genres listed)
865,The Favourite (2018),(no genres listed)
866,mother! (2017),(no genres listed)
867,Iron Man 3 (2013),(no genres listed)
868,Megamind (2010),(no genres listed)
869,Despicable Me (2010),(no genres listed)
870,Everything Everywhere All at Once,(no genres listed)
871,The Silence of the Lambs,(no genres listed)
872,Twilight,(no genres listed)
873,Requiem for a Dream (2000),(no genres listed)
874,Toy Story (1995),(no genres listed)
875,Soul,(no genres listed)
876,Joker,(no genres listed)
877,No Country for Old Men,(no genres listed)
878,Pig (2021),(no genres listed)
879,Sonic the Hedgehog (2020),(no genres listed)
880,Godzilla: King of the Monsters (2019),(no genres listed)
881,Dangal (2016),(no genres listed)
882,A Silent Voice: The Movie (2016),(no genres listed)
883,Train to Busan (2016),(no genres listed)
884,Kung Fu Panda 3 (2016),(no genres listed)
885,Captain Fantastic (2016),(no genres listed)
886,PK (2014),(no genres listed)
887,Fury (2014),(no genres listed)
888,Lucy (2014),(no genres listed)
889,Coherence (2013),(no genres listed)
890,Enemy (2013),(no genres listed)
891,Rush (2013),(no genres listed)
892,World War Z (2013),(no genres listed)
893,The Dictator (2012),(no genres listed)
894,Project X (2012),(no genres listed)
895,Ice Age (2002),(no genres listed)
896,Monsters University (2013),(no genres listed)
897,The Secret Agent (2025),(no genres listed)
898,Karate Kid: Legends (2025),(no genres listed)
899,Bad Boys: Ride or Die (2024),(no genres listed)
900,Feel the Beat (2020),(no genres listed)
901,The Father (2020),(no genres listed)
902,Bad Boys for Life (2020),(no genres listed)
903,The Predator (2018),(no genres listed)
904,Cars 3 (2017),(no genres listed)
905,The Fate of the Furious (2017),(no genres listed)
906,Teen Beach Movie (2013),(no genres listed)
907,The Hangover Part III (2013),(no genres listed)
908,Fast & Furious 6 (2013),(no genres listed)
909,Silver Linings Playbook (2012),(no genres listed)
910,Chainsaw Man (2022),(no genres listed)
911,Doctor Sleep (2019),(no genres listed)
912,Sweeney Todd: The Demon Barber of Fleet Street (2007),(no genres listed)
913,Aladdin (2019),(no genres listed)
914,How to Train Your Dragon: The Hidden World (2019),(no genres listed)
915,She's the Man (2006),(no genres listed)
916,Donnie Darko,(no genres listed)
917,Scarface (1983),(no genres listed)
918,American Gangster (2007),(no genres listed)
919,Wrath of Man (2021),(no genres listed)
920,The Equalizer 2 (2018),(no genres listed)
921,Legend (2015),(no genres listed)
922,The Equalizer (2014),(no genres listed)
923,Blended (2014),(no genres listed)
924,Grown Ups 2 (2013),(no genres listed)
925,Zero Dark Thirty (2012),(no genres listed)
926,Flight (2012),(no genres listed)
927,Warrior (2011),(no genres listed)
928,Limitless (2011),(no genres listed)
929,Just Go with It (2011),(no genres listed)
930,Margin Call (2011),(no genres listed)
931,The Expendables (2010),(no genres listed)
932,Grown Ups (2010),(no genres listed)
933,The Book of Eli (2010),(no genres listed)
934,Gran Torino (2008),(no genres listed)
935,Step Brothers (2008),(no genres listed)
936,Django Unchained,(no genres listed)
937,Nouvelle Vague (2025),(no genres listed)
938,Fallen Leaves (2023),(no genres listed)
939,"The French Dispatch of the Liberty, Kansas Evening Sun (2021)",(no genres listed)
940,My Octopus Teacher (2020),(no genres listed)
941,The Farewell (2019),(no genres listed)
942,Under the Silver Lake (2018),(no genres listed)
943,Murder on the Orient Express (2017),(no genres listed)
944,The Death of Stalin (2017),(no genres listed)
945,The Wailing (2016),(no genres listed)
946,The Jungle Book (2016),(no genres listed)
947,Tangerine (2015),(no genres listed)
948,Ex Machina (2015),(no genres listed)
949,Into the Woods (2014),(no genres listed)
950,When Marnie Was There (2014),(no genres listed)
951,Dallas Buyers Club (2013),(no genres listed)
952,12 Years a Slave (2013),(no genres listed)
953,Kill Bill: Vol. 1,(no genres listed)
954,The Prestige,(no genres listed)
955,Bring Her Back (2025),(no genres listed)
956,HAIKYU!! The Dumpster Battle (2024),(no genres listed)
957,Chronicle (2012),(no genres listed)
958,Saving Private Ryan (1998),(no genres listed)
959,Mulan (1998),(no genres listed)
960,The Lion King (1994),(no genres listed)
961,Psycho (1960),(no genres listed)
962,Nirvanna the Band the Show the Movie (2025),(no genres listed)
963,"It's Never Over, Jeff Buckley (2025)",(no genres listed)
964,Evil Does Not Exist (2023),(no genres listed)
965,Licorice Pizza (2021),(no genres listed)
966,Spencer (2021),(no genres listed)
967,The House That Jack Built (2018),(no genres listed)
968,Good Time (2017),(no genres listed)
969,The Handmaiden (2016),(no genres listed)
970,Inherent Vice (2014),(no genres listed)
971,The Tale of The Princess Kaguya (2013),(no genres listed)
972,Helter Skelter (2012),(no genres listed)
973,Apocalypto (2006),(no genres listed)
974,Shaun of the Dead (2004),(no genres listed)
975,Elf (2003),(no genres listed)
976,School of Rock (2003),(no genres listed)
977,Apollo 13 (1995),(no genres listed)
978,Back to the Future Part II (1989),(no genres listed)
979,Die Hard (1988),(no genres listed)
980,Return of the Jedi (1983),(no genres listed)
981,Raiders of the Lost Ark (1981),(no genres listed)
982,Grease (1978),(no genres listed)
983,Dead Poets Society,(no genres listed)
984,Deadpool & Wolverine,(no genres listed)
985,You've Got Mail (1998),(no genres listed)
986,Before Sunrise (1995),(no genres listed)
987,Rocky IV (1985),(no genres listed)
988,Rocky II (1979),(no genres listed)
989,Even If This Love Disappears Tonight (2025),(no genres listed)
990,Rental Family (2025),(no genres listed)
991,When Life Gives You Tangerines (2025),(no genres listed)
992,Drawing Closer (2024),(no genres listed)
993,Lovely Runner (2024),(no genres listed)
994,Queen of Tears (2024),(no genres listed)
995,18x2 Beyond Youthful Days (2024),(no genres listed)
996,20th Century Girl (2022),(no genres listed)
997,Twenty Five Twenty One (2022),(no genres listed)
998,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train (2020),(no genres listed)
999,It's Okay to Not Be Okay (2020),(no genres listed)
1000,Weathering with You (2019),(no genres listed)
1001,Mad Max: Fury Road,(no genres listed)
1002,Challengers,(no genres listed)
1003,One Battle After Another,(no genres listed)
1004,Ballerina (2025),(no genres listed)
1005,The Social Dilemma (2020),(no genres listed)
1006,Love & Other Drugs (2010),(no genres listed)
1007,Blue Valentine (2010),(no genres listed)
1008,The Incredible Hulk (2008),(no genres listed)
1009,Portrait of a Lady on Fire,(no genres listed)
1010,Iron Man 3,(no genres listed)
1011,The Stranger (2025),(no genres listed)
1012,Attack on Titan: THE LAST ATTACK (2024),(no genres listed)
1013,Attack on Titan The Final Chapters: Special 2 (2023),(no genres listed)
1014,Vinland Saga (2019),(no genres listed)
1015,Chainsaw Man – The Movie: Reze Arc,(no genres listed)
1016,Legally Blonde (2001),(no genres listed)
1017,La La Land,(no genres listed)
1018,Beau Is Afraid (2023),(no genres listed)
1019,Dear Evan Hansen (2021),(no genres listed)
1020,Crazy Rich Asians (2018),(no genres listed)
1021,Vacation (2015),(no genres listed)
1022,We're the Millers (2013),(no genres listed)
1023,Wild Child (2008),(no genres listed)
1024,Disturbia (2007),(no genres listed)
1025,A Cinderella Story (2004),(no genres listed)
1026,Freaky Friday (2003),(no genres listed)
1027,Clueless (1995),(no genres listed)
1028,The Conjuring: Last Rites,(no genres listed)
1029,Dhurandhar The Revenge,(no genres listed)
1030,Dhurandhar The Revenge (2026),(no genres listed)
1031,Dhurandhar (2025),(no genres listed)
1032,The Conjuring: The Devil Made Me Do It (2021),(no genres listed)
1033,Pirates of the Caribbean: Dead Men Tell No Tales (2017),(no genres listed)
1034,The Conjuring 2 (2016),(no genres listed)
1035,Pirates of the Caribbean: On Stranger Tides (2011),(no genres listed)
1036,Pirates of the Caribbean: At World's End (2007),(no genres listed)
1037,Pirates of the Caribbean: Dead Man's Chest (2006),(no genres listed)
1038,The Mask (1994),(no genres listed)
1039,Passenger,(no genres listed)
1040,Passenger (2026),(no genres listed)
1041,Swapped (2026),(no genres listed)
1042,Lee Cronin's The Mummy (2026),(no genres listed)
1043,American Psycho,(no genres listed)
1044,My Neighbor Totoro,(no genres listed)
1045,The Fantastic 4: First Steps,(no genres listed)
1046,The Woman King (2022),(no genres listed)
1047,Waves (2019),(no genres listed)
1048,At Eternity's Gate (2018),(no genres listed)
1049,Jurassic World: Fallen Kingdom (2018),(no genres listed)
1050,Wonder Woman (2017),(no genres listed)
1051,Night at the Museum: Secret of the Tomb (2014),(no genres listed)
1052,Edward Scissorhands,(no genres listed)
1053,Isle of Dogs,(no genres listed)
1054,Hustle (2022),(no genres listed)
1055,King Richard (2021),(no genres listed)
1056,Space Jam: A New Legacy (2021),(no genres listed)
1057,Spies in Disguise (2019),(no genres listed)
1058,El Camino: A Breaking Bad Movie (2019),(no genres listed)
1059,Murder Mystery (2019),(no genres listed)
1060,Hotel Transylvania 3: Summer Vacation (2018),(no genres listed)
1061,Hotel Transylvania 2 (2015),(no genres listed)
1062,Pixels (2015),(no genres listed)
1063,Hotel Transylvania (2012),(no genres listed)
1064,Mission: Impossible – Fallout (2018),(no genres listed)
1065,Whiplash,(no genres listed)
1066,Tetris (2023),(no genres listed)
1067,The Intern (2015),(no genres listed)
1068,Ted 2 (2015),(no genres listed)
1069,Predestination (2014),(no genres listed)
1070,Man of Steel (2013),(no genres listed)
1071,Ted (2012),(no genres listed)
1072,The 40 Year Old Virgin (2005),(no genres listed)
1073,Coach Carter (2005),(no genres listed)
1074,Collateral (2004),(no genres listed)
1075,The Terminal (2004),(no genres listed)
1076,Snatch (2000),(no genres listed)
1077,The Big Lebowski (1998),(no genres listed)
1078,The Devil's Advocate (1997),(no genres listed)
1079,Oldboy,(no genres listed)
1080,Parasite,(no genres listed)
1081,Incantation (2022),(no genres listed)
1082,Carol (2015),(no genres listed)
1083,We Need to Talk About Kevin (2011),(no genres listed)
1084,Mean Girls 2 (2011),(no genres listed)
1085,Aquamarine (2006),(no genres listed)
1086,The Parent Trap (1998),(no genres listed)
1087,Green Book,(no genres listed)
1088,The Mastermind (2025),(no genres listed)
1089,Little Amélie or the Character of Rain (2025),(no genres listed)
1090,The Lord of the Rings: The War of the Rohirrim (2024),(no genres listed)
1091,I'm Still Here (2024),(no genres listed)
1092,Shōgun (2024),(no genres listed)
1093,BLUE EYE SAMURAI (2023),(no genres listed)
1094,American Fiction (2023),(no genres listed)
1095,Death on the Nile (2022),(no genres listed)
1096,The Substance,(no genres listed)
1097,Memento,(no genres listed)
1098,Paddington (2014),(no genres listed)
1099,Mysterious Skin (2004),(no genres listed)
1100,Matilda (1996),(no genres listed)
1101,Pretty Woman (1990),(no genres listed)
1102,Queer (2024),(no genres listed)
1103,Cloud (2024),(no genres listed)
1104,Parthenope (2024),(no genres listed)
1105,The Hand of God (2021),(no genres listed)
1106,Another Round (2020),(no genres listed)
1107,A Rainy Day in New York (2019),(no genres listed)
1108,T2 Trainspotting (2017),(no genres listed)
1109,Laurence Anyways (2012),(no genres listed)
1110,Vicky Cristina Barcelona (2008),(no genres listed)
1111,Inland Empire (2006),(no genres listed)
1112,Volver (2006),(no genres listed)
1113,In the Mood for Love (2000),(no genres listed)
1114,The Talented Mr. Ripley (1999),(no genres listed)
1115,How to Train Your Dragon,(no genres listed)
1116,28 Years Later: The Bone Temple,(no genres listed)
1117,Regretting You (2025),(no genres listed)
1118,Monster (2023),(no genres listed)
1119,Close (2022),(no genres listed)
1120,The Help (2011),(no genres listed)
1121,Rush Hour 3 (2007),(no genres listed)
1122,Bridge to Terabithia (2007),(no genres listed)
1123,Rush Hour 2 (2001),(no genres listed)
1124,Eyes Wide Shut (1999),(no genres listed)
1125,Rush Hour (1998),(no genres listed)
1126,Shutter Island,(no genres listed)
1127,The Perks of Being a Wallflower,(no genres listed)
1128,Prisoners,(no genres listed)
1129,Latin Blood – The Ballad of Ney Matogrosso (2025),(no genres listed)
1130,Spider-Man: Beyond the Spider-Verse,(no genres listed)
1131,Spider-Man: Beyond the Spider-Verse (2027),(no genres listed)
1132,The Glory (2022),(no genres listed)
1133,Mortal Kombat (2021),(no genres listed)
1134,Shrek 2 (2004),(no genres listed)
1135,Call Me by Your Name,(no genres listed)
1136,The Family Plan 2 (2025),(no genres listed)
1137,A Working Man (2025),(no genres listed)
1138,Wolfs (2024),(no genres listed)
1139,The Beekeeper (2024),(no genres listed)
1140,The Family Plan (2023),(no genres listed)
1141,The King (2019),(no genres listed)
1142,A Ghost Story (2017),(no genres listed)
1143,Spy (2015),(no genres listed)
1144,Under the Skin (2013),(no genres listed)
1145,Kick-Ass 2 (2013),(no genres listed)
1146,The Place Beyond the Pines (2012),(no genres listed)
1147,Moonrise Kingdom,(no genres listed)
1148,Speak No Evil,(no genres listed)
1149,The Monkey (2025),(no genres listed)
1150,Over the Garden Wall (2014),(no genres listed)
1151,Zombieland (2009),(no genres listed)
1152,28 Days Later (2002),(no genres listed)
1153,My Neighbor Totoro (1988),(no genres listed)
1154,Halloween (1978),(no genres listed)
1155,The Rocky Horror Picture Show (1975),(no genres listed)
1156,Inception,(no genres listed)
1157,The Day of the Jackal (2024),(no genres listed)
1158,Cars 2 (2011),(no genres listed)
1159,Fast Five (2011),(no genres listed)
1160,Fast & Furious (2009),(no genres listed)
1161,The Fast and the Furious: Tokyo Drift (2006),(no genres listed)
1162,2 Fast 2 Furious (2003),(no genres listed)
1163,Fargo (1996),(no genres listed)
1164,The Crash,(no genres listed)
1165,The Crash (2026),(no genres listed)
1166,Monster: The Ed Gein Story (2025),(no genres listed)
1167,Lisa Frankenstein (2024),(no genres listed)
1168,Fresh (2022),(no genres listed)
1169,Candyman (2021),(no genres listed)
1170,Raw (2016),(no genres listed)
1171,Hannibal (2001),(no genres listed)
1172,Meet Joe Black (1998),(no genres listed)
1173,Donnie Brasco (1997),(no genres listed)
1174,Edward Scissorhands (1990),(no genres listed)
1175,Tinker Tailor Soldier Spy (2011),(no genres listed)
1176,Midnight Sun (2018),(no genres listed)
1177,Monster House (2006),(no genres listed)
1178,Thanksgiving (2023),(no genres listed)
1179,Halloween Kills (2021),(no genres listed)
1180,The Nun (2018),(no genres listed)
1181,The Ritual (2017),(no genres listed)
1182,The Visit (2015),(no genres listed)
1183,Annabelle (2014),(no genres listed)
1184,The Purge (2013),(no genres listed)
1185,The Twilight Saga: Breaking Dawn – Part 2 (2012),(no genres listed)
1186,The Twilight Saga: Breaking Dawn – Part 1 (2011),(no genres listed)
1187,The Twilight Saga: Eclipse (2010),(no genres listed)
1188,Norbit (2007),(no genres listed)
1189,300 (2006),(no genres listed)
1190,Saw III (2006),(no genres listed)
1191,Saw II (2005),(no genres listed)
1192,Kingdom of Heaven (2005),(no genres listed)
1193,Troy (2004),(no genres listed)
1194,Saw (2004),(no genres listed)
1195,The Blair Witch Project (1999),(no genres listed)
1196,The Punisher: One Last Kill (2026),(no genres listed)
1197,Wonder Man (2026),(no genres listed)
1198,Thor: The Dark World (2013),(no genres listed)
1199,The Crow (1994),(no genres listed)
1200,The Rays and Shadows (2026),(no genres listed)
1201,A House of Dynamite (2025),(no genres listed)
1202,Nino (2025),(no genres listed)
1203,The Little Sister (2025),(no genres listed)
1204,The Great Arch (2025),(no genres listed)
1205,Arco (2025),(no genres listed)
1206,Enzo (2025),(no genres listed)
1207,Love Is Overrated (2025),(no genres listed)
1208,The Ties That Bind Us (2024),(no genres listed)
1209,GOAT (2026),(no genres listed)
1210,Attack on Titan: Chronicle (2020),(no genres listed)
1211,The Last Dance (2020),(no genres listed)
1212,Coraline,(no genres listed)
1213,The Bride! (2026),(no genres listed)
1214,The Thing (1982),(no genres listed)
1215,Friendship (2024),(no genres listed)
1216,Dream Scenario (2023),(no genres listed)
1217,Marcel the Shell with Shoes On (2021),(no genres listed)
1218,Anora,(no genres listed)
1219,It's What's Inside (2024),(no genres listed)
1220,Poison (2023),(no genres listed)
1221,Nefarious (2023),(no genres listed)
1222,The House (2022),(no genres listed)
1223,The Guilty (2021),(no genres listed)
1224,Sorry to Bother You (2018),(no genres listed)
1225,Sausage Party (2016),(no genres listed)
1226,10 Cloverfield Lane (2016),(no genres listed)
1227,Rise of the Planet of the Apes (2011),(no genres listed)
1228,Cloudy with a Chance of Meatballs (2009),(no genres listed)
1229,District 9 (2009),(no genres listed)
1230,Beetlejuice (1988),(no genres listed)
1231,Alien (1979),(no genres listed)
1232,Jaws (1975),(no genres listed)
1233,The Mummy (1999),(no genres listed)
1234,Terminator 2: Judgment Day (1991),(no genres listed)
1235,TRON: Legacy (2010),(no genres listed)
1236,Billie Eilish — Hit Me Hard and Soft: The Tour (Live in 3D),(no genres listed)
1237,Billie Eilish — Hit Me Hard and Soft: The Tour (Live in 3D) (2026),(no genres listed)
1238,Ready or Not 2: Here I Come (2026),(no genres listed)
1239,Primate (2025),(no genres listed)
1240,Novocaine (2025),(no genres listed)
1241,Good Boy (2025),(no genres listed)
1242,Heart Eyes (2025),(no genres listed)
1243,Terrifier 3 (2024),(no genres listed)
1244,Abigail (2024),(no genres listed)
1245,Thelma (2024),(no genres listed)
1246,Strange Darling (2023),(no genres listed)
1247,Shazam! Fury of the Gods (2023),(no genres listed)
1248,The Pursuit of Happyness,(no genres listed)
1249,Ad Astra (2019),(no genres listed)
1250,I Am Legend (2007),(no genres listed)
1251,The Pursuit of Happyness (2006),(no genres listed)
1252,Mr. & Mrs. Smith (2005),(no genres listed)
1253,Better Days (2019),(no genres listed)
1254,Divergent (2014),(no genres listed)
1255,Shelter (2026),(no genres listed)
1256,10DANCE (2025),(no genres listed)
1257,Brick (2025),(no genres listed)
1258,The Gorge (2025),(no genres listed)
1259,My Fault: London (2025),(no genres listed)
1260,The Judge from Hell (2024),(no genres listed)
1261,My Name Is Loh Kiwan (2024),(no genres listed)
1262,Young Hearts (2024),(no genres listed)
1263,A Killer Paradox (2024),(no genres listed)
1264,All of Us Strangers (2023),(no genres listed)
1265,See You in My 19th Life (2023),(no genres listed)
1266,King the Land (2023),(no genres listed)
1267,Bloodhounds (2023),(no genres listed)
1268,Weak Hero (2022),(no genres listed)
1269,Revenge of Others (2022),(no genres listed)
1270,Burning Days (2022),(no genres listed)
1271,Business Proposal (2022),(no genres listed)
1272,All of Us Are Dead (2022),(no genres listed)
